table_path,column_name,column_id,column_type,row_id,gt_val
USA_CSV0000000000033847__14.csv,CURVES_E,29,num,21505,0.0
USA_CSV0000000000035902__15.csv,LENGTH CLASS L CURVES,7,num,25755,0.0
SG_CSV0000000000000925__4.csv,livinginsg_3_slice,3,cate,242,Agree
CAN_CSV0000000000000691.csv,UOM_ID,6,num,380078,249
CAN_CSV0000000000000691.csv,UOM_ID,6,num,6774,249
USA_CSV0000000000033847__17.csv,COUNTY_CODE,22,num,31134,21
CAN_CSV0000000000001301.csv,Age of child (20),4,cate,56919,18 years
USA_CSV0000000000035902__16.csv,MEDIAN TYPE,9,num,37899,4
CAN_CSV0000000000001301.csv,Gender (3),3,cate,95844,Men+
CAN_CSV0000000000001301.csv,ï»¿REF_DATE,0,num,313246,2021
CAN_CSV0000000000000691.csv,SCALAR_ID,8,num,19061,0
CAN_CSV0000000000001724__11.csv,"% of Businesses Reporting
% des entreprises déclarantes.4",15,num,36384,85.7
CAN_CSV0000000000002294.csv,Satisfaction with dwelling and neighbourhood,4,cate,181454,Very satisfied with dwelling
USA_CSV0000000000033847__12.csv,AT_GRADE_SIGNS,9,num,58990,0
CAN_CSV0000000000006650.csv,Sector,3,cate,13735,Industrial
USA_CSV0000000000033847__3.csv,YEAR_RECORD,14,num,20003,2004
USA_CSV0000000000033847__14.csv,RURAL_URBAN,4,num,5932,1
USA_CSV0000000000033847__3.csv,CURVES_A,24,num,4755,0.36
CAN_CSV0000000000007018.csv,UOM_ID,7,num,23158,239
USA_CSV0000000000035902__18.csv,DRAINAGE ADEQUACY,15,num,12508,1
CAN_CSV0000000000000691.csv,Sex,3,cate,344395,Males
USA_CSV0000000000035902__18.csv,TYPE OF IMPROVEMENT,14,num,3063,0
CAN_CSV0000000000002294.csv,Statistics,5,cate,185357,Percentage of persons
CAN_CSV0000000000001435.csv,TEXCAT,14,cate,83838,coarse
USA_CSV0000000000033847__3.csv,SURV_A,23,num,25760,0
USA_CSV0000000000035902__18.csv,DIRECTIONAL FACTOR,1,num,15411,60
CAN_CSV0000000000000691.csv,DECIMALS,12,num,97385,0
CAN_CSV0000000000005013.csv,Selected causes of death (ICD-10),5,cate,4612,Prostate cancer
CAN_CSV0000000000001724__11.csv,"Top Quartile Advertising and promotion
Quart supérieur Publicité et promotion",1,num,5725,0.1
CAN_CSV0000000000000893.csv,DECIMALS,15,num,128884,1
USA_CSV0000000000035902__15.csv,LENGTH CLASS E CURVES,0,num,38839,0.1
CAN_CSV0000000000005927.csv,UOM_ID,6,num,13642,239
CAN_CSV0000000000002294.csv,Statistics,5,cate,136178,"Low 95% confidence interval, percentage of households"
USA_CSV0000000000035902__15.csv,VOLUME/SERVICE FLOW RATIO,35,num,21308,0.07
CAN_CSV0000000000002294.csv,DECIMALS,14,num,177104,0
CAN_CSV0000000000020828.csv,Year,4,num,4437,1991
USA_CSV0000000000035902__18.csv,NUMBER CLASS E CURVES,11,num,15657,0
CAN_CSV0000000000001301.csv,Gender (3),3,cate,137557,Men+
CAN_CSV0000000000020828.csv,Year,4,num,5945,1991
CAN_CSV0000000000000691.csv,GEO,1,cate,280834,Quebec
CAN_CSV0000000000000691.csv,Sex,3,cate,42747,Both sexes
CAN_CSV0000000000000691.csv,Age group,4,cate,169277,Under 25 years
CAN_CSV0000000000001724__11.csv,"Lower Middle Closing Inventory
2e quart Stock de fermeture",30,num,33352,3.3
CAN_CSV0000000000005013.csv,Selected causes of death (ICD-10),5,cate,8712,Breast cancer
CAN_CSV0000000000007018.csv,Enterprise size,4,cate,27234,"Total, all enterprise sizes"
CAN_CSV0000000000001435.csv,TEXCAT,14,cate,91000,coarse
CAN_CSV0000000000002294.csv,Statistics,5,cate,440505,Percentage of households
CAN_CSV0000000000000691.csv,DECIMALS,12,num,160090,0
CAN_CSV0000000000000691.csv,SCALAR_ID,8,num,468200,0
USA_CSV0000000000033847__17.csv,SURV_D,27,num,30426,0
CAN_CSV0000000000002294.csv,"ï»¿""REF_DATE""",0,num,336740,2018
USA_CSV0000000000033847__17.csv,THROUGH_LANES,0,num,19213,2
CAN_CSV0000000000001435.csv,LF_SEGMENT,4,cate,58171,M
CAN_CSV0000000000000893.csv,VALUE,13,num,104275,0.0
USA_CSV0000000000033847__17.csv,UNBUILT_FACILITY,19,num,34299,0
CAN_CSV0000000000002294.csv,"ï»¿""REF_DATE""",0,num,150741,2018
CAN_CSV0000000000000691.csv,Sex,3,cate,346835,Both sexes
CAN_CSV0000000000013397.csv,VALUE,12,num,19377,0.175
CAN_CSV0000000000001435.csv,CROPPED,9,cate,93756,high
CAN_CSV0000000000002294.csv,Structural type of dwelling,3,cate,139379,Semi-detached house
USA_CSV0000000000033847__3.csv,AT_GRADE_SIGNS,13,num,28705,0
USA_CSV0000000000033847__3.csv,YEAR_RECORD,14,num,10793,2004
USA_CSV0000000000033847__4.csv,TURN_LANES_L,16,num,39175,0
CAN_CSV0000000000022085.csv,DataGroup2,4,cate,11542,Total
USA_CSV0000000000033847__3.csv,IS_DONUT,7,num,16468,0
CAN_CSV0000000000002294.csv,DECIMALS,14,num,13602,1
USA_CSV0000000000033847__3.csv,URBAN_CODE,0,num,11674,0
CAN_CSV0000000000002294.csv,UOM,6,cate,310942,Percent
USA_CSV0000000000035902__15.csv,PEAK CAPACITY,32,num,29096,1586
CAN_CSV0000000000000691.csv,Type of income benefit,2,cate,53979,Adoption benefits
USA_CSV0000000000035902__15.csv,NUMBER CLASS D GRADES,33,num,19552,0
UK_CSV0000000000007396__13.csv,Knee Replacement Pre-Op Q Work,13,num,1836,1
USA_CSV0000000000033847__14.csv,SURV_H,20,num,52275,0
CAN_CSV0000000000001435.csv,LANDFORM,11,cate,65962,Undulating (u) - A or 1
USA_CSV0000000000035902__16.csv,SECTION/GROUPED LENGTH,36,num,33131,0.17
USA_CSV0000000000033847__12.csv,TURN_LANES_R,6,num,13460,0
CAN_CSV0000000000000691.csv,SCALAR_ID,8,num,293046,0
CAN_CSV0000000000002294.csv,Satisfaction with dwelling and neighbourhood,4,cate,7035,Neither satisfied nor dissatisfied with dwelling
USA_CSV0000000000035902__16.csv,LENGTH CLASS B CURVES,17,num,39470,0.58
USA_CSV0000000000035902__18.csv,MEDIAN TYPE,9,num,31516,4
CAN_CSV0000000000000691.csv,UOM_ID,6,num,124096,249
CAN_CSV0000000000004711.csv,Trade partners,4,cate,8043,Oman
USA_CSV0000000000033847__14.csv,GRADES_B,28,num,31034,0.0
CAN_CSV0000000000001435.csv,LF_SLOPE,13,cate,50896,B
CAN_CSV0000000000000893.csv,Business activities,5,cate,120078,Production of goods
CAN_CSV0000000000000691.csv,UOM_ID,6,num,363088,249
USA_CSV0000000000037101__16.csv,FUT_AADT_YEAR,4,num,39606,2026
CAN_CSV0000000000002294.csv,DECIMALS,14,num,399804,0
USA_CSV0000000000035902__16.csv,NUMBER CLASS D GRADES,33,num,22725,0
CAN_CSV0000000000001724__11.csv,"% of Businesses Reporting
% des entreprises déclarantes Coût de ventes (frais direct)",24,num,33856,24.5
CAN_CSV0000000000001301.csv,Age of child (20),4,cate,289122,1 year
CAN_CSV0000000000001724__11.csv,"Lower Middle Closing Inventory
2e quart Stock de fermeture",30,num,39106,0.0
CAN_CSV0000000000002294.csv,UOM,6,cate,431472,Number
USA_CSV0000000000035902__15.csv,TYPE OF SUBGRADE,27,num,18953,2
CAN_CSV0000000000002294.csv,"ï»¿""REF_DATE""",0,num,299574,2018
USA_CSV0000000000035902__16.csv,PEAK CAPACITY,32,num,14509,1193
USA_CSV0000000000033847__14.csv,VSF,7,num,9164,0.05
CAN_CSV0000000000000691.csv,SCALAR_ID,8,num,421402,0
USA_CSV0000000000033847__12.csv,VSF,7,num,60322,0.55
CAN_CSV0000000000006809.csv,Advanced technology acquisition,5,cate,3440,License
CAN_CSV0000000000002294.csv,Structural type of dwelling,3,cate,423465,Single-detached house
CAN_CSV0000000000000691.csv,SCALAR_ID,8,num,446285,0
CAN_CSV0000000000000893.csv,UOM_ID,8,num,8122,239
CAN_CSV0000000000000893.csv,Changes to business activities in Canada,6,cate,97172,Closed an existing facility or contracted capacity
CAN_CSV0000000000000691.csv,DECIMALS,12,num,231658,0
CAN_CSV0000000000001724__11.csv,"Upper Middle Professional and business fees
3e quart Intérêts et frais bancaires",29,num,33060,99999.9
CAN_CSV0000000000001301.csv,Age of child (20),4,cate,231741,Under 1 year
USA_CSV0000000000033847__3.csv,PEAK_CAPACITY,8,num,34432,3460
CAN_CSV0000000000020828.csv,Year,4,num,14059,1991
CAN_CSV0000000000000691.csv,Sex,3,cate,439128,Females
USA_CSV0000000000035902__15.csv,NUMBER CLASS I CURVES,28,num,24886,0
CAN_CSV0000000000001301.csv,Gender (3),3,cate,237093,Men+
CAN_CSV0000000000001724__11.csv,"Top Quartile Interest and bank charges
Quart supérieur Intérêts et frais bancaires",33,num,3806,99999.9
CAN_CSV0000000000000691.csv,SCALAR_ID,8,num,139001,0
CAN_CSV0000000000001435.csv,TEXCAT,14,cate,6311,coarse
CAN_CSV0000000000002294.csv,DECIMALS,14,num,93729,1
CAN_CSV0000000000000691.csv,DECIMALS,12,num,365128,0
USA_CSV0000000000035902__16.csv,SECTION/GROUPED LENGTH,36,num,39203,6.63
CAN_CSV0000000000001724__11.csv,"Top Quartile Rent
Quart supérieur Location",26,num,40027,99999.9
CAN_CSV0000000000000691.csv,GEO,1,cate,78358,Ontario
CAN_CSV0000000000000691.csv,SCALAR_ID,8,num,390378,0
USA_CSV0000000000035902__16.csv,LENGTH CLASS G CURVES,30,num,32271,0.0
USA_CSV0000000000035902__18.csv,TYPE OF IMPROVEMENT,14,num,6804,0
CAN_CSV0000000000000691.csv,Type of income benefit,2,cate,403499,Training benefits
CAN_CSV0000000000001724__11.csv,"

Repairs and maintenance 
Réparations et entretien",2,num,12663,7.0
USA_CSV0000000000037101__16.csv,ROUTE_SIGNING,10,num,26483,1
CAN_CSV0000000000002294.csv,Statistics,5,cate,369386,"Low 95% confidence interval, percentage of households"
USA_CSV0000000000035902__16.csv,LENGTH CLASS B CURVES,17,num,51465,0.0
CAN_CSV0000000000000691.csv,UOM_ID,6,num,102787,249
CAN_CSV0000000000001301.csv,Gender (3),3,cate,11061,Men+
USA_CSV0000000000035902__18.csv,NUMBER CLASS H CURVES,25,num,20234,0
USA_CSV0000000000033847__14.csv,GRADES_B,28,num,17381,0.0
USA_CSV0000000000035902__18.csv,LENGTH CLASS B CURVES,17,num,15045,0.0
USA_CSV0000000000033847__17.csv,OWNERSHIP,16,num,21935,1
CAN_CSV0000000000001301.csv,Gender (3),3,cate,154177,Men+
CAN_CSV0000000000001724__11.csv,"Upper Middle Professional and business fees
3e quart Intérêts et frais bancaires",29,num,4734,99999.9
USA_CSV0000000000035902__18.csv,K-FACTOR,10,num,29787,11
CAN_CSV0000000000001724__11.csv,"% of Businesses Reporting
 % des entreprises déclarantes",21,num,10314,75.0
CAN_CSV0000000000000624.csv,SCALAR_ID,11,num,31645,0
USA_CSV0000000000033847__17.csv,SURV_H,20,num,20209,0
USA_CSV0000000000033847__17.csv,HOV,8,num,2809,0
USA_CSV0000000000033847__14.csv,TYPE_FACILITY,5,num,25205,2
USA_CSV0000000000035902__18.csv,SECTION/GROUPED LENGTH,36,num,12206,3.41
USA_CSV0000000000037101__16.csv,CURVES_C,20,num,55887,0.0
CAN_CSV0000000000001435.csv,TEXCAT,14,cate,4105,coarse
CAN_CSV0000000000001435.csv,ALLOC_ID,3,num,48288,7875.0
CAN_CSV0000000000002294.csv,Structural type of dwelling,3,cate,315076,Apartment in a building that has fewer than five storeys
USA_CSV0000000000037101__16.csv,RURAL_URBAN,0,num,58350,4
CAN_CSV0000000000006809.csv,Enterprise size,4,cate,7029,Total enterprises
CAN_CSV0000000000002294.csv,UOM_ID,7,num,185739,239
CAN_CSV0000000000000893.csv,DECIMALS,15,num,4765,1
USA_CSV0000000000035902__18.csv,NUMBER CLASS H CURVES,25,num,19852,0
CAN_CSV0000000000006650.csv,Estimates,4,cate,9368,Sales
CAN_CSV0000000000002294.csv,GEO,1,cate,380846,"Census agglomerations, British Columbia"
CAN_CSV0000000000002294.csv,Tenure including social and affordable housing,2,cate,11991,Renter not in social and affordable housing
CAN_CSV0000000000001724__11.csv,"Top Quartile Advertising and promotion
Quart supérieur Publicité et promotion",1,num,36532,1.3
CAN_CSV0000000000001435.csv,LF_SLOPE,13,cate,17826,A
CAN_CSV0000000000002294.csv,UOM,6,cate,244756,Number
UK_CSV0000000000003896__0.csv,Varicose Vein Post-Op Q Left Pain Days,15,num,2027,1
USA_CSV0000000000033847__3.csv,PERC_SIGHT,11,num,31005,0
CAN_CSV0000000000002294.csv,Statistics,5,cate,228389,Percentage of persons
USA_CSV0000000000035902__16.csv,MEDIAN TYPE,9,num,42837,4
USA_CSV0000000000037101__16.csv,K_FACTOR,21,num,38914,12
CAN_CSV0000000000000691.csv,UOM_ID,6,num,232871,249
USA_CSV0000000000033847__14.csv,UNBUILT_FACILITY,19,num,61461,0
CAN_CSV0000000000001724__11.csv,"Upper Middle Advertising and promotion
3e quart Publicité et promotion",13,num,4511,99999.9
USA_CSV0000000000033847__12.csv,YEAR_RECORD,18,num,27577,2004
CAN_CSV0000000000000691.csv,SCALAR_ID,8,num,155157,0
CAN_CSV0000000000022085.csv,2006 - %,6,num,40023,11.2
CAN_CSV0000000000000691.csv,Sex,3,cate,327494,Males
CAN_CSV0000000000002294.csv,STATUS,13,cate,343336,E
CAN_CSV0000000000000893.csv,North American Industry Classification System (NAICS),3,cate,61804,Beverage and tobacco product manufacturing [312]
USA_CSV0000000000035902__16.csv,VERTICAL ALIGNMENT ADEQUACY,18,num,1005,0
SG_CSV0000000000000925__6.csv,socialnetwork_dp07,32,cate,803,Yes
USA_CSV0000000000037101__16.csv,YEAR_SURF_IMPROV,22,num,23126,1992
CAN_CSV0000000000001435.csv,PROVINCE,1,cate,80733,ON
CAN_CSV0000000000000691.csv,UOM_ID,6,num,274084,249
CAN_CSV0000000000006650.csv,GEO,1,cate,10661,Ontario
CAN_CSV0000000000004711.csv,Trade partners,4,cate,68,Bahamas
USA_CSV0000000000033847__17.csv,VSF,7,num,13214,0.11
CAN_CSV0000000000001301.csv,ï»¿REF_DATE,0,num,232200,2021
CAN_CSV0000000000001301.csv,Age of child (20),4,cate,95207,6 years
CAN_CSV0000000000002294.csv,"ï»¿""REF_DATE""",0,num,335534,2018
CAN_CSV0000000000000691.csv,UOM_ID,6,num,51341,249
CAN_CSV0000000000005013.csv,Selected causes of death (ICD-10),5,cate,27763,All other respiratory diseases
UK_CSV0000000000007396__13.csv,Knee Replacement OKS Post-Op Q Predicted,2,num,3013,31.45066723
CAN_CSV0000000000013397.csv,VALUE,12,num,3956,0.105
USA_CSV0000000000033847__3.csv,BEGIN_LRS,25,num,17419,0.0
USA_CSV0000000000035902__15.csv,NUMBER CLASS D GRADES,33,num,47974,0
USA_CSV0000000000035902__16.csv,COUNTY,24,num,29143,73
CAN_CSV0000000000015700.csv,Statistics,3,cate,2546,Estimated number of households reporting
CAN_CSV0000000000000691.csv,Type of income benefit,2,cate,32933,Sickness benefits
CAN_CSV0000000000002294.csv,Structural type of dwelling,3,cate,264109,Apartment in a building that has fewer than five storeys
USA_CSV0000000000033847__12.csv,SHOULDER_WIDTH_R,11,num,42175,0
USA_CSV0000000000035902__18.csv,MEASURED PAVEMENT ROUGHNESS,12,num,24851,0
CAN_CSV0000000000002294.csv,Statistics,5,cate,315483,"High 95% confidence interval, percentage of households"
USA_CSV0000000000033847__4.csv,URBAN_CODE,0,num,13208,241
USA_CSV0000000000035902__15.csv,TYPE OF IMPROVEMENT,14,num,6604,0
UK_CSV0000000000007396__13.csv,Knee Replacement Pre-Op Q Pain,18,num,11410,1
CAN_CSV0000000000001435.csv,PROFILE,7,cate,80440,A
USA_CSV0000000000035902__15.csv,DIRECTIONAL FACTOR,1,num,52572,55
USA_CSV0000000000035902__16.csv,GENERAL CLIMATE ZONE,20,num,24790,1
USA_CSV0000000000035902__15.csv,TYPE OF SUBGRADE,27,num,30334,0
CAN_CSV0000000000006650.csv,SCALAR_ID,8,num,13484,0
CAN_CSV0000000000001301.csv,Gender (3),3,cate,161466,Total - Gender
USA_CSV0000000000033847__4.csv,NHS,6,num,21282,1
USA_CSV0000000000033847__14.csv,TURN_LANES_R,6,num,25463,0
CAN_CSV0000000000001301.csv,ï»¿REF_DATE,0,num,265325,2021
CAN_CSV0000000000000691.csv,Age group,4,cate,325175,25 to 54 years
CAN_CSV0000000000002294.csv,GEO,1,cate,89572,"Medium population centres, Quebec"
CAN_CSV0000000000001724__11.csv,"Lower Middle Total expenses
2e quart Dépenses totales",7,num,23126,99999.9
CAN_CSV0000000000000691.csv,SCALAR_ID,8,num,338100,0
CAN_CSV0000000000001724__11.csv,"Bottom Quartile Labour and Commissions
Quart inférieur Traitements et commissions",25,num,30084,115.1
USA_CSV0000000000033847__17.csv,PERC_SINGLE_UNIT,1,num,10285,1
CAN_CSV0000000000001724__11.csv,"Top Quartile Rent
Quart supérieur Location",26,num,20043,99999.9
USA_CSV0000000000033847__14.csv,VSF,7,num,25070,0.06
CAN_CSV0000000000000691.csv,SCALAR_ID,8,num,128862,0
CAN_CSV0000000000002294.csv,Statistics,5,cate,168022,"Low 95% confidence interval, percentage of persons"
USA_CSV0000000000035902__15.csv,DIRECTIONAL FACTOR,1,num,29162,57
USA_CSV0000000000033847__3.csv,SAMPLING_TECH,9,num,8782,0
CAN_CSV0000000000000893.csv,GEO,1,cate,134828,Atlantic
USA_CSV0000000000035902__16.csv,STATE,31,num,19092,37
USA_CSV0000000000033847__3.csv,NHS,6,num,39554,1
CAN_CSV0000000000013946.csv,GEO,1,cate,2282,Quebec
CAN_CSV0000000000002294.csv,Tenure including social and affordable housing,2,cate,442708,Renter
CAN_CSV0000000000005013.csv,Sex,3,cate,7610,Males
CAN_CSV0000000000001301.csv,ï»¿REF_DATE,0,num,103365,2021
